entity_id,name,type,branch,ring,degree,source
194,Project MKNaomi,program,health,2,3,expansion:expansion_bioweapons
195,Amerithrax Investigation,event,health,2,3,expansion:expansion_bioweapons
196,Sverdlovsk Anthrax Leak,event,health,3,1,expansion:expansion_bioweapons
197,Unit 731 Immunity Deal,event,health,2,2,expansion:expansion_bioweapons
198,Fort Detrick Lab Shutdown,event,health,3,1,expansion:expansion_bioweapons
199,Biological Weapons Convention,legislation,health,2,2,expansion:expansion_bioweapons
200,Ronald Reagan,person,power,1,7,expansion:expansion_bohemian_grove
201,George H.W. Bush,person,power,1,7,expansion:expansion_bohemian_grove
202,George W. Bush,person,power,1,9,expansion:expansion_bohemian_grove
203,Dick Cheney,person,power,2,3,expansion:expansion_bohemian_grove
204,Donald Rumsfeld,person,power,2,3,expansion:expansion_bohemian_grove
205,Colin Powell,person,power,3,2,expansion:expansion_bohemian_grove
206,Caspar Weinberger,person,power,2,4,expansion:expansion_bohemian_grove
207,George Shultz,person,power,2,3,expansion:expansion_bohemian_grove
208,Edwin Meese,person,power,2,3,expansion:expansion_bohemian_grove
209,Alan Greenspan,person,power,2,5,expansion:expansion_bohemian_grove
210,Edwin Fuelner,person,power,3,2,expansion:expansion_bohemian_grove
211,Joseph Coors Sr,person,power,3,2,expansion:expansion_bohemian_grove
212,Charles Koch,person,power,3,2,expansion:expansion_bohemian_grove
213,Harlan Crow,person,power,3,2,expansion:expansion_bohemian_grove
214,Clarence Thomas,person,power,3,2,expansion:expansion_bohemian_grove
215,David McCormick,person,power,2,5,expansion:expansion_bohemian_grove
216,Steven Bechtel Sr,person,power,2,3,expansion:expansion_bohemian_grove
217,Brendan Bechtel,person,power,2,4,expansion:expansion_bohemian_grove
218,Michael Bloomberg,person,power,3,2,expansion:expansion_bohemian_grove
219,Bohemian Club,organization,power,1,26,expansion:expansion_bohemian_grove
220,Heritage Foundation,organization,power,2,6,expansion:expansion_bohemian_grove
221,Bechtel Corporation,organization,power,2,6,expansion:expansion_bohemian_grove
222,Project 2025,event,power,3,2,expansion:expansion_bohemian_grove
223,Social Security Reform 1983,event,power,3,3,expansion:expansion_bohemian_grove
224,Johnny Chung,person,power,2,4,expansion:expansion_china
225,John Huang,person,power,2,4,expansion:expansion_china
226,Charlie Trie,person,power,3,3,expansion:expansion_china
227,Bernard Schwartz,person,power,3,3,expansion:expansion_china
228,Liu Chaoying,person,power,3,3,expansion:expansion_china
229,Wang Jun,person,power,2,4,expansion:expansion_china
230,Desmond Shum,person,power,2,5,expansion:expansion_china
231,MSS,agency,power,1,8,expansion:expansion_china
232,CITIC Group,organization,power,2,5,expansion:expansion_china
233,Lippo Group,organization,power,2,4,expansion:expansion_china
234,Cox Report (1999),event,power,2,4,expansion:expansion_china
235,Ingo Swann,person,consciousness,1,4,expansion:expansion_consciousness
236,Hal Puthoff,person,consciousness,1,4,expansion:expansion_consciousness
237,Russell Targ,person,consciousness,3,1,expansion:expansion_consciousness
238,Pat Price,person,consciousness,3,1,expansion:expansion_consciousness
239,Joseph McMoneagle,person,consciousness,2,2,expansion:expansion_consciousness
240,Edwin May,person,consciousness,2,2,expansion:expansion_consciousness
241,Dale Graff,person,consciousness,3,1,expansion:expansion_consciousness
242,Albert Stubblebine,person,consciousness,2,3,expansion:expansion_consciousness
243,Jim Channon,person,consciousness,3,1,expansion:expansion_consciousness
244,Robert Monroe,person,consciousness,3,1,expansion:expansion_consciousness
245,SRI International,organization,consciousness,1,9,expansion:expansion_consciousness
246,Monroe Institute,organization,consciousness,2,2,expansion:expansion_consciousness
247,DIA,agency,consciousness,1,7,expansion:expansion_consciousness
248,Project Stargate,program,consciousness,1,17,expansion:expansion_consciousness
249,Gateway Process,program,consciousness,2,2,expansion:expansion_consciousness
250,First Earth Battalion,program,consciousness,2,2,expansion:expansion_consciousness
251,Gateway Process Report,event,consciousness,3,1,expansion:expansion_consciousness
252,Stargate Declassification,event,consciousness,2,3,expansion:expansion_consciousness
253,Dean Radin,person,consciousness,2,3,expansion:expansion_consciousness_deep
254,Jessica Utts,person,consciousness,2,2,expansion:expansion_consciousness_deep
255,Jim Marrs,person,consciousness,3,1,expansion:expansion_consciousness_deep
256,Paul Smith,person,consciousness,2,3,expansion:expansion_consciousness_deep
257,Lyn Buchanan,person,consciousness,3,1,expansion:expansion_consciousness_deep
258,David Morehouse,person,consciousness,3,1,expansion:expansion_consciousness_deep
259,Angela Dellafiora Ford,person,consciousness,2,2,expansion:expansion_consciousness_deep
260,Ed Dames,person,consciousness,2,2,expansion:expansion_consciousness_deep
261,Andrija Puharich,person,consciousness,2,2,expansion:expansion_consciousness_deep
262,Jacques Vallée,person,consciousness,1,5,expansion:expansion_consciousness_deep
263,Edgar Mitchell,person,consciousness,3,1,expansion:expansion_consciousness_deep
264,IONS,organization,consciousness,2,2,expansion:expansion_consciousness_deep
265,SAIC,organization,consciousness,2,3,expansion:expansion_consciousness_deep
266,PSI Tech,organization,consciousness,2,3,expansion:expansion_consciousness_deep
267,Farsight Institute,organization,consciousness,3,1,expansion:expansion_consciousness_deep
268,Project Scanate,program,consciousness,3,2,expansion:expansion_consciousness_deep
269,Project Grill Flame,program,consciousness,2,4,expansion:expansion_consciousness_deep
270,Project Center Lane,program,consciousness,2,4,expansion:expansion_consciousness_deep
271,Project Sun Streak,program,consciousness,3,2,expansion:expansion_consciousness_deep
272,Brien Foerster,person,cosmology,2,1,expansion:expansion_cosmology_deep
273,Christopher Dunn,person,cosmology,2,1,expansion:expansion_cosmology_deep
274,Edgar Cayce,person,cosmology,3,1,expansion:expansion_cosmology_deep
275,Zecharia Sitchin,person,cosmology,3,1,expansion:expansion_cosmology_deep
276,Michael Tellinger,person,cosmology,3,1,expansion:expansion_cosmology_deep
277,Walter Cruttenden,person,cosmology,3,1,expansion:expansion_cosmology_deep
278,Flinders Petrie,person,cosmology,3,1,expansion:expansion_cosmology_deep
279,Yonaguni Monument,facility,cosmology,3,0,expansion:expansion_cosmology_deep
280,Derinkuyu,facility,cosmology,3,0,expansion:expansion_cosmology_deep
281,Sacsayhuamán,facility,cosmology,3,1,expansion:expansion_cosmology_deep
282,Nan Madol,facility,cosmology,3,0,expansion:expansion_cosmology_deep
283,Carnac Stones,facility,cosmology,3,0,expansion:expansion_cosmology_deep
284,Teotihuacan,facility,cosmology,3,0,expansion:expansion_cosmology_deep
285,Association for Research and Enlightenment,organization,cosmology,3,1,expansion:expansion_cosmology_deep
286,Binary Research Institute,organization,cosmology,3,1,expansion:expansion_cosmology_deep
287,Gobekli Tepe,facility,cosmology,1,4,expansion:expansion_cosmology_origins
288,Puma Punku,facility,cosmology,2,2,expansion:expansion_cosmology_origins
289,Great Sphinx,facility,cosmology,1,4,expansion:expansion_cosmology_origins
290,Younger Dryas Impact Hypothesis,event,cosmology,1,4,expansion:expansion_cosmology_origins
291,Gunung Padang,facility,cosmology,2,2,expansion:expansion_cosmology_origins
292,Baalbek,facility,cosmology,3,1,expansion:expansion_cosmology_origins
293,Graham Hancock,person,cosmology,1,7,expansion:expansion_cosmology_origins
294,Randall Carlson,person,cosmology,2,2,expansion:expansion_cosmology_origins
295,Robert Schoch,person,cosmology,2,3,expansion:expansion_cosmology_origins
296,John Anthony West,person,cosmology,2,2,expansion:expansion_cosmology_origins
297,Klaus Schmidt,person,cosmology,3,1,expansion:expansion_cosmology_origins
298,Danny Hilman Natawidjaja,person,cosmology,3,1,expansion:expansion_cosmology_origins
299,Robert Bauval,person,cosmology,2,2,expansion:expansion_cosmology_origins
300,Michael Cremo,person,cosmology,2,2,expansion:expansion_cosmology_origins
301,Smithsonian Institution,organization,cosmology,2,3,expansion:expansion_cosmology_origins
302,Geological Society of America,organization,cosmology,2,2,expansion:expansion_cosmology_origins
303,Freeway Rick Ross,person,resource,2,2,expansion:expansion_drug_trafficking
304,Michael Levine,person,resource,2,2,expansion:expansion_drug_trafficking
305,Cele Castillo,person,resource,2,3,expansion:expansion_drug_trafficking
306,Bo Gritz,person,resource,3,1,expansion:expansion_drug_trafficking
307,Khun Sa,person,resource,2,3,expansion:expansion_drug_trafficking
308,Air America,organization,intelligence,2,4,entity_override
309,Nugan Hand Bank,organization,intelligence,2,5,entity_override
310,Cali Cartel,organization,resource,3,1,expansion:expansion_drug_trafficking
311,Los Zetas,organization,resource,2,2,expansion:expansion_drug_trafficking
312,DEA,agency,power,2,6,entity_override
313,Dark Alliance,publication,resource,3,1,expansion:expansion_drug_trafficking
314,Operation Fast and Furious,program,resource,2,3,expansion:expansion_drug_trafficking
315,Golden Triangle Drug Trade,program,resource,1,5,expansion:expansion_drug_trafficking
316,Mena Airport Operations,event,resource,2,3,expansion:expansion_drug_trafficking
317,Mena Airport,facility,resource,2,2,expansion:expansion_drug_trafficking
318,Oscar Danilo Blandon,person,resource,1,4,expansion:expansion_drug_trafficking
319,Norwin Meneses,person,resource,2,2,expansion:expansion_drug_trafficking
320,ATF,agency,power,3,1,entity_override
321,Enrique Camarena,person,resource,2,2,expansion:expansion_drug_trafficking
322,John D. Rockefeller,person,power,3,2,expansion:expansion_dynasties
323,J.P. Morgan,person,power,2,6,expansion:expansion_dynasties
324,Andrew Carnegie,person,power,3,0,expansion:expansion_dynasties
325,Averell Harriman,person,power,3,2,expansion:expansion_dynasties
326,Prescott Bush,person,power,3,3,expansion:expansion_dynasties
327,Paul Warburg,person,power,3,2,expansion:expansion_dynasties
328,Smedley Butler,person,power,3,1,expansion:expansion_dynasties
329,Standard Oil,organization,financial,2,3,entity_override
330,Brown Brothers Harriman,organization,financial,3,2,entity_override
331,Federal Reserve System,organization,financial,1,10,entity_override
332,Skull and Bones,organization,hidden_history,2,5,entity_override
333,DuPont Family,organization,financial,3,1,entity_override
334,Jekyll Island Meeting,event,power,3,2,expansion:expansion_dynasties
335,Business Plot,event,power,3,2,expansion:expansion_dynasties
336,Pujo Committee,event,power,3,1,expansion:expansion_dynasties
337,Alexander Nix,person,narrative,2,3,expansion:expansion_election_interference
338,Christopher Wylie,person,narrative,2,2,expansion:expansion_election_interference
339,Clint Curtis,person,narrative,2,2,expansion:expansion_election_interference
340,Bev Harris,person,narrative,2,2,expansion:expansion_election_interference
341,Robert Mercer,person,narrative,1,5,expansion:expansion_election_interference
342,John Bolton,person,narrative,2,3,expansion:expansion_election_interference
343,Cambridge Analytica,organization,narrative,1,8,expansion:expansion_election_interference
344,SCL Group,organization,narrative,1,4,expansion:expansion_election_interference
345,Dominion Voting Systems,organization,narrative,2,4,expansion:expansion_election_interference
346,ES&S,organization,narrative,1,7,expansion:expansion_election_interference
347,Internet Research Agency,organization,intelligence,3,1,entity_override
348,Black Box Voting,organization,narrative,2,4,expansion:expansion_election_interference
349,Brooks Brothers Riot (2000),event,narrative,2,2,expansion:expansion_election_interference
350,Bush v. Gore (2000),event,narrative,2,3,expansion:expansion_election_interference
351,Citizens United v. FEC (2010),event,narrative,2,3,expansion:expansion_election_interference
352,2016 Russian Interference,event,narrative,1,7,expansion:expansion_election_interference
353,Halderman Report (2021),event,narrative,2,2,expansion:expansion_election_interference
354,Help America Vote Act,legislation,narrative,1,5,expansion:expansion_election_interference
355,Project Alamo,program,narrative,2,4,expansion:expansion_election_interference
356,Nikola Tesla,person,resource,1,8,expansion:expansion_energy_suppression
357,Thomas Townsend Brown,person,resource,1,4,expansion:expansion_energy_suppression
358,Stanley Meyer,person,resource,2,2,expansion:expansion_energy_suppression
359,Martin Fleischmann,person,resource,2,2,expansion:expansion_energy_suppression
360,Stanley Pons,person,resource,2,2,expansion:expansion_energy_suppression
361,Eugene Mallove,person,resource,2,2,expansion:expansion_energy_suppression
362,Thomas Valone,person,resource,2,3,expansion:expansion_energy_suppression
363,John Hutchison,person,resource,3,2,expansion:expansion_energy_suppression
364,General Electric,organization,resource,2,4,expansion:expansion_energy_suppression
365,Westinghouse,organization,resource,3,2,expansion:expansion_energy_suppression
366,American Medical Association,organization,resource,3,0,expansion:expansion_energy_suppression
367,Federation of American Scientists,organization,resource,3,2,expansion:expansion_energy_suppression
368,DOE,agency,resource,1,5,expansion:expansion_energy_suppression
369,Invention Secrecy Act of 1951,legislation,resource,2,4,expansion:expansion_energy_suppression
370,Patent Secrecy Orders,program,resource,1,5,expansion:expansion_energy_suppression
371,Electrogravitics Research Program,program,resource,3,2,expansion:expansion_energy_suppression
372,Pons-Fleischmann Cold Fusion Announcement,event,resource,1,5,expansion:expansion_energy_suppression
373,Stan Meyer Water Fuel Cell,event,resource,3,2,expansion:expansion_energy_suppression
374,Wardenclyffe Tower,facility,resource,2,3,expansion:expansion_energy_suppression
375,Operation Northwoods,program,intelligence,2,3,expansion:expansion_false_flags
376,Gulf of Tonkin Incident,event,intelligence,2,3,expansion:expansion_false_flags
377,Gulf of Tonkin Resolution,legislation,intelligence,3,1,expansion:expansion_false_flags
378,Operation Gladio,program,intelligence,2,5,expansion:expansion_false_flags
379,USS Liberty Attack,event,intelligence,3,2,expansion:expansion_false_flags
380,Operation Ajax,program,intelligence,2,4,expansion:expansion_false_flags
381,Operation PBSuccess,program,intelligence,2,4,expansion:expansion_false_flags
382,Operation Paperclip,program,hidden_history,3,2,entity_override
383,Lyman Lemnitzer,person,intelligence,2,3,expansion:expansion_false_flags
384,Mohammad Mossadegh,person,intelligence,3,1,expansion:expansion_false_flags
385,Jacobo Árbenz,person,intelligence,3,1,expansion:expansion_false_flags
386,Daniele Ganser,person,intelligence,3,1,expansion:expansion_false_flags
387,Fred Hampton,person,intelligence,3,2,expansion:expansion_false_flags
388,NATO,organization,power,3,2,entity_override
389,Joint Chiefs of Staff,organization,power,3,1,entity_override
390,Strategy of Tension,program,intelligence,3,1,expansion:expansion_false_flags
391,United Fruit Company,organization,financial,3,1,entity_override
392,Wernher von Braun,person,hidden_history,3,1,entity_override
393,Admiral Thomas Moorer,person,intelligence,3,1,expansion:expansion_false_flags
394,Bank for International Settlements,organization,financial,3,2,expansion:expansion_financial_deep
395,BlackRock,organization,financial,2,4,expansion:expansion_financial_deep
396,Vanguard,organization,financial,3,2,expansion:expansion_financial_deep
397,State Street Corporation,organization,financial,3,2,expansion:expansion_financial_deep
398,International Monetary Fund,organization,financial,2,4,expansion:expansion_financial_deep
399,World Bank,organization,financial,1,9,expansion:expansion_financial_deep
400,SWIFT,organization,financial,3,2,expansion:expansion_financial_deep
401,Goldman Sachs,organization,financial,1,7,expansion:expansion_financial_deep
402,Citigroup,organization,financial,3,2,expansion:expansion_financial_deep
403,Plunge Protection Team,organization,financial,3,2,expansion:expansion_financial_deep
404,Exchange Stabilization Fund,organization,financial,3,1,expansion:expansion_financial_deep
405,Larry Fink,person,financial,3,1,expansion:expansion_financial_deep
406,Timothy Geithner,person,financial,2,3,expansion:expansion_financial_deep
407,Hank Paulson,person,financial,3,2,expansion:expansion_financial_deep
408,Robert Rubin,person,financial,2,4,expansion:expansion_financial_deep
409,Ben Bernanke,person,financial,3,2,expansion:expansion_financial_deep
410,Glass-Steagall Repeal,event,financial,2,4,expansion:expansion_financial_deep
411,2008 Financial Crisis,event,financial,1,9,expansion:expansion_financial_deep
412,LIBOR Scandal,event,financial,2,3,expansion:expansion_financial_deep
413,Petrodollar System,event,financial,3,2,expansion:expansion_financial_deep
414,Hugh Grant,person,health,3,0,expansion:expansion_food_supply
415,Robert Fraley,person,health,3,0,expansion:expansion_food_supply
416,Percy Schmeiser,person,health,3,0,expansion:expansion_food_supply
417,Tyrone Hayes,person,health,2,2,expansion:expansion_food_supply
418,Cargill,organization,health,2,2,expansion:expansion_food_supply
419,ADM,organization,health,2,2,expansion:expansion_food_supply
420,Syngenta,organization,health,2,3,expansion:expansion_food_supply
421,Bayer,organization,health,3,0,expansion:expansion_food_supply
422,USDA,agency,health,2,3,expansion:expansion_food_supply
423,Codex Alimentarius Commission,organization,health,3,1,expansion:expansion_food_supply
424,Indian Farmer Suicides,event,health,3,0,expansion:expansion_food_supply
425,Terminator Seeds,event,health,3,1,expansion:expansion_food_supply
